platform,date,content_type,views,likes,comments,shares,watch_time,followers_gained,engagement_rate,virality_score,watch_time_per_view,follower_conversion_rate,day_of_week,month,week,performance_category
YouTube,2025-06-11,Video,45980,2622,203,136,22130,370,0.06439756415832971,0.14208351457155285,0.48129621574597653,0.008046976946498478,Wednesday,6,24,Low
Instagram,2025-04-27,Reel,68758,8769,488,633,57835,938,0.14383780796416418,0.3223915762529451,0.8411384857034818,0.013642048925215975,Sunday,4,17,High
YouTube,2025-01-29,Short,30228,3919,433,294,27348,377,0.15369855762868864,0.35089982797406377,0.9047240968638348,0.012471880375810507,Wednesday,1,5,High
YouTube,2025-02-26,Short,13923,1173,217,38,15415,191,0.10256410256410256,0.22890181713711125,1.107160813043166,0.013718307835954895,Wednesday,2,9,Medium
Instagram,2025-06-16,Reel,89284,7706,1386,382,31064,793,0.1061108373280767,0.24058061914788764,0.34792348013081853,0.008881770529994176,Monday,6,25,Medium
Instagram,2025-01-03,Story,3906,260,23,22,1561,56,0.07808499743983614,0.17895545314900155,0.3996415770609319,0.014336917562724014,Friday,1,1,Low
Instagram,2025-03-06,Post,46324,2463,125,174,29738,745,0.05962352128486314,0.1332138848113289,0.6419566531387617,0.016082376306018477,Thursday,3,10,Low
Instagram,2025-04-06,Story,47335,3101,286,273,16331,601,0.07732122108376466,0.17798669060948558,0.34500897855709306,0.012696736030421464,Sunday,4,14,Low
Instagram,2025-05-31,Reel,41449,5076,775,166,13195,518,0.14516634900721367,0.32104513981036936,0.31834302395715214,0.012497285821129581,Saturday,5,22,High
YouTube,2025-05-08,Short,41495,4862,285,167,29988,395,0.12806362212314737,0.27506928545607906,0.7226894806603206,0.0095192191830341,Thursday,5,19,Medium
Instagram,2025-02-01,Story,30058,3989,673,195,22637,467,0.16158759731186373,0.3650276132809901,0.7531106527380398,0.015536629183578414,Saturday,2,5,High
Instagram,2025-03-23,Post,49711,6296,1124,259,54709,482,0.1544728530908652,0.347186739353463,1.1005411277182113,0.00969604312928728,Sunday,3,12,High
Instagram,2025-03-05,Story,24896,2719,447,152,13107,331,0.13327442159383032,0.3028197300771208,0.5264701156812339,0.013295308483290488,Wednesday,3,10,Medium
YouTube,2025-02-19,Video,4915,509,30,23,4587,72,0.11434384537131231,0.24883011190233978,0.933265513733469,0.014649033570701932,Wednesday,2,8,Medium
Instagram,2025-01-03,Post,47663,3476,466,251,19036,747,0.08797180202672933,0.2015189979648784,0.39938736546167886,0.01567253425088643,Friday,1,1,Low
YouTube,2025-04-13,Video,23515,1688,261,75,11756,282,0.08607271954071868,0.1928130980225388,0.49993621092919416,0.011992345311503295,Sunday,4,15,Low
Instagram,2025-05-03,Story,43451,2620,174,234,20212,423,0.06968769418425352,0.1595360290902396,0.46516766012289706,0.009735103910151664,Saturday,5,18,Low
YouTube,2025-04-07,Video,12289,1700,90,36,6000,109,0.14858816828057614,0.31328830661567253,0.4882415168036455,0.008869720888599561,Monday,4,15,High
Instagram,2025-06-17,Reel,53434,5571,308,236,23263,966,0.11444024403937568,0.24789459894449228,0.43535950892690045,0.018078377063293034,Tuesday,6,25,Medium
Instagram,2025-02-10,Reel,80450,9897,1644,393,34675,477,0.1483405842137974,0.33177128651336235,0.4310130515848353,0.0059291485394655065,Monday,2,7,High
YouTube,2025-03-16,Short,39234,2570,463,93,29180,656,0.07967579140541367,0.17826375082836315,0.7437426721720957,0.01672019167048988,Sunday,3,11,Low
Instagram,2025-03-18,Post,22976,1218,197,31,26388,260,0.06293523676880222,0.13849233983286907,1.1485027855153203,0.011316155988857938,Tuesday,3,12,Low
Instagram,2025-03-27,Reel,44243,4159,392,331,27571,299,0.11034513934407703,0.251994665822842,0.6231720272133445,0.006758131229799064,Thursday,3,13,Medium
Instagram,2025-05-04,Story,9348,1118,169,45,4140,134,0.14249037227214378,0.31750106974753955,0.4428754813863928,0.01433461703038083,Sunday,5,18,High
YouTube,2025-03-15,Video,22777,1307,226,32,27151,453,0.06870966325679413,0.15155639460859638,1.1920358256135575,0.019888483997014532,Saturday,3,11,Low
YouTube,2025-02-24,Video,37044,4442,747,291,27075,459,0.14793218874851527,0.33959615592268655,0.7308875931324911,0.01239067055393586,Monday,2,9,High
YouTube,2025-06-23,Short,85206,10596,892,880,73964,720,0.14515409712931016,0.33176067413092974,0.8680609346759618,0.008450109147243152,Monday,6,26,High
YouTube,2025-05-31,Video,9403,1302,72,40,9211,92,0.15037753908327128,0.32117409337445496,0.9795809847920877,0.009784111453791343,Saturday,5,22,High
YouTube,2025-03-19,Video,49381,5253,376,160,22831,646,0.11723132378850165,0.2517972499544359,0.46234381644762157,0.013081954597922277,Wednesday,3,12,Medium
YouTube,2025-05-15,Short,52843,7763,1147,700,24485,646,0.1818594705069735,0.4251651117461159,0.463353708154344,0.012224892606400091,Thursday,5,20,High
Instagram,2025-02-28,Post,44927,2775,257,88,27017,859,0.06944599016181806,0.15048857034745253,0.6013533064749482,0.019119905624680036,Friday,2,9,Low
Instagram,2025-05-24,Story,20003,2499,156,102,9843,117,0.13782932560115982,0.2987551867219917,0.49207618857171426,0.005849122631605259,Saturday,5,21,Medium
YouTube,2025-01-05,Short,41965,3872,654,271,37206,737,0.11430954366734183,0.2635767901822948,0.886595972834505,0.017562254259501964,Sunday,1,1,Medium
YouTube,2025-06-08,Video,45459,6613,504,288,13949,756,0.16289403638443434,0.35588112364988234,0.3068479289029675,0.016630370223718077,Sunday,6,23,High
Instagram,2025-05-01,Story,7792,437,22,40,3524,149,0.0640400410677618,0.14630390143737165,0.45225872689938396,0.01912217659137577,Thursday,5,18,Low
YouTube,2025-02-01,Short,51873,6419,840,398,47925,791,0.14761051028473388,0.3344321708788773,0.923891041582326,0.01524878067588148,Saturday,2,5,High
Instagram,2025-04-09,Post,35261,4615,316,292,15948,401,0.14812398967698023,0.3300530330960551,0.4522843935225887,0.011372337710218087,Wednesday,4,15,High
YouTube,2025-04-25,Video,25402,1420,195,120,11532,173,0.06830170852688765,0.15845209038658373,0.45398000157467916,0.006810487363199748,Friday,4,17,Low
YouTube,2025-04-15,Video,35607,3857,608,100,14056,476,0.1282051282051282,0.2819108602241132,0.39475384053697304,0.0133681579464712,Tuesday,4,16,Medium
YouTube,2025-06-20,Short,116480,9911,1735,623,88443,2176,0.10533138736263736,0.2416037087912088,0.7592977335164836,0.01868131868131868,Friday,6,25,Medium
YouTube,2025-06-18,Short,20096,1368,105,50,11022,198,0.07578622611464968,0.16426154458598727,0.5484673566878981,0.009852707006369426,Wednesday,6,25,Low
Instagram,2025-02-14,Reel,47775,4001,426,115,43191,241,0.09507064364207221,0.20627943485086342,0.9040502354788069,0.005044479330193616,Friday,2,7,Low
Instagram,2025-06-01,Story,12469,1514,161,146,5187,119,0.14604218461785226,0.3401235062956131,0.41599165931510146,0.009543668297377496,Sunday,6,22,High
YouTube,2025-03-17,Short,30616,4084,707,269,12842,608,0.1652730598379932,0.37999738698719626,0.4194538803240136,0.01985889730859681,Monday,3,12,High
Instagram,2025-05-15,Post,13569,997,128,36,15996,245,0.0855626796374088,0.18851794531653032,1.1788635861154102,0.01805586262804923,Thursday,5,20,Low
YouTube,2025-01-22,Short,135634,14509,1733,536,65333,1444,0.12370054706047157,0.27203356090655734,0.4816860079331141,0.010646298125838654,Wednesday,1,4,Medium
Instagram,2025-01-02,Reel,36133,2489,189,123,31660,433,0.077519165305953,0.17048127750255998,0.8762073450862092,0.011983505382890986,Thursday,1,1,Low
Instagram,2025-05-27,Post,37090,1859,275,176,42515,259,0.06228093825829065,0.146211916958749,1.146265839849016,0.006983014289565921,Tuesday,5,22,Low
YouTube,2025-05-11,Short,64044,9168,1180,830,21909,1194,0.1745362563237774,0.4063768659046905,0.3420929361064268,0.018643432640059958,Sunday,5,19,High
YouTube,2025-02-04,Video,33091,4180,406,266,29692,524,0.1466259708077725,0.32963645704270045,0.8972832492218428,0.015835121332084253,Tuesday,2,6,High
Instagram,2025-06-12,Post,8422,653,71,41,5166,130,0.09083353122773688,0.20470197102825932,0.6133934932320114,0.01543576347660888,Thursday,6,24,Low
YouTube,2025-01-28,Short,22271,1754,274,46,12580,213,0.09312558933141754,0.20475057249337703,0.5648601320102375,0.009564007004624848,Tuesday,1,5,Low
YouTube,2025-06-25,Video,43746,4200,572,149,42126,742,0.11249028482604123,0.24827412792026698,0.9629680427924839,0.016961550770356146,Wednesday,6,26,Medium
YouTube,2025-04-23,Video,45415,2624,220,91,51154,351,0.06462622481558956,0.14010789386766487,1.1263679401078939,0.007728723989871188,Wednesday,4,17,Low
Instagram,2025-01-26,Post,2872,329,40,12,3149,35,0.13266016713091922,0.2917827298050139,1.0964484679665738,0.012186629526462395,Sunday,1,4,Medium
Instagram,2025-05-09,Post,34675,3371,494,252,10828,207,0.11873107426099495,0.2735111751982697,0.3122710886806056,0.005969718817591925,Friday,5,19,Medium
YouTube,2025-03-02,Short,73857,7782,1523,275,26911,531,0.12971011549345357,0.29121139499302706,0.3643662753699717,0.0071895690320484176,Sunday,3,9,Medium
Instagram,2025-04-20,Post,41434,3505,260,227,45541,241,0.09634599604189796,0.21540280928705893,1.0991214944248684,0.0058164792199642806,Sunday,4,16,Low
YouTube,2025-02-06,Short,41749,2184,191,78,13294,427,0.058755898344870536,0.12769168123787397,0.31842678866559676,0.010227789887182927,Thursday,2,6,Low
YouTube,2025-05-26,Video,46244,4279,591,180,50926,415,0.10920335611106306,0.2428639391056137,1.1012455669924748,0.008974137185364588,Monday,5,22,Medium
Instagram,2025-03-23,Story,32465,3853,287,209,19301,327,0.1339596488526105,0.29607269367010625,0.5945171723394425,0.010072385646080394,Sunday,3,12,Medium
YouTube,2025-03-18,Video,22982,2282,410,167,17148,176,0.12440170568270821,0.2884431294056218,0.7461491602123401,0.007658167261334958,Tuesday,3,12,Medium
Instagram,2025-04-02,Reel,13540,1157,204,74,12487,163,0.10598227474150665,0.24342688330871493,0.9222304283604136,0.012038404726735598,Wednesday,4,14,Medium
Instagram,2025-06-19,Post,43934,5307,836,386,18030,834,0.14860927755269268,0.34260481631538214,0.41038830973733326,0.01898301998452224,Thursday,6,25,High
Instagram,2025-01-17,Post,38651,2901,191,111,33286,510,0.08286978344674135,0.17929678404181004,0.8611937595405035,0.013195001422990349,Friday,1,3,Low
Instagram,2025-02-23,Story,22712,2811,530,278,25354,285,0.1593430785487848,0.3787425149700599,1.1163261711870376,0.012548432546671363,Sunday,2,8,High
Instagram,2025-01-19,Reel,11974,1689,223,94,13788,198,0.16752964756973443,0.3772340070151996,1.1514949056288626,0.016535827626524134,Sunday,1,3,High
YouTube,2025-02-26,Short,142617,20376,1029,1187,97399,2733,0.15841028769361296,0.3490046768618047,0.6829410238611106,0.019163213361660953,Wednesday,2,9,High
YouTube,2025-05-14,Video,9800,1226,170,81,10705,181,0.15071428571428572,0.3435714285714286,1.0923469387755103,0.01846938775510204,Wednesday,5,20,High
YouTube,2025-06-29,Short,137254,9150,1442,285,151924,1423,0.07924723505325892,0.17522986579626096,1.1068821309397177,0.010367639558774244,Sunday,6,26,Low
YouTube,2025-02-14,Short,83488,4494,620,368,60412,833,0.06566213108470678,0.15197393637408968,0.7236009965504024,0.009977481793790724,Friday,2,7,Low
Instagram,2025-04-17,Story,21728,2073,250,119,12870,296,0.11238954344624448,0.25271539027982326,0.5923232695139912,0.013622974963181149,Thursday,4,16,Medium
YouTube,2025-05-16,Short,76847,8135,1135,258,81064,767,0.12398662276991945,0.27281481385089856,1.0548752716436556,0.009980871081499603,Friday,5,20,Medium
Instagram,2025-03-15,Story,3532,252,50,16,2622,66,0.09003397508493771,0.20781426953567383,0.7423556058890147,0.01868629671574179,Saturday,3,11,Low
Instagram,2025-04-26,Story,4417,273,40,20,1663,34,0.07539053656327824,0.17342087389630972,0.37649988680099616,0.007697532261716097,Saturday,4,17,Low
Instagram,2025-06-21,Story,3346,253,21,18,2080,61,0.08726838015540944,0.19695158398087267,0.6216377764494919,0.018230723251643755,Saturday,6,25,Low
Instagram,2025-02-19,Story,24465,2247,187,163,18849,234,0.1061516452074392,0.23993460044962192,0.7704475781729001,0.00956468424279583,Wednesday,2,8,Medium
YouTube,2025-04-10,Short,17551,1937,266,181,14340,97,0.13583271608455358,0.3177596718135719,0.8170474616830949,0.005526750612500712,Thursday,4,15,Medium
YouTube,2025-02-27,Short,75682,7876,1246,228,37360,717,0.12354324674295077,0.27258793372268175,0.4936444597130097,0.009473851113871197,Thursday,2,9,Medium
YouTube,2025-05-13,Video,49458,6188,828,475,36150,945,0.15146184641514013,0.3484774960572607,0.7309232075700595,0.019107121193740143,Tuesday,5,20,High
Instagram,2025-06-06,Post,49466,4212,683,298,47676,801,0.10498119920753649,0.2418428819795415,0.9638135284842114,0.01619294060566854,Friday,6,23,Medium
YouTube,2025-01-02,Short,13924,979,123,27,11693,116,0.08108302212008044,0.17681700660729677,0.8397730537201954,0.008330939385234128,Thursday,1,1,Low
Instagram,2025-02-27,Story,12040,1688,91,154,9931,190,0.16054817275747507,0.3670265780730897,0.8248338870431894,0.015780730897009966,Thursday,2,9,High
YouTube,2025-06-07,Short,48679,5378,778,379,15762,856,0.13424680046837445,0.30783294644507897,0.3237946547792683,0.0175845847285277,Saturday,6,23,Medium
Instagram,2025-02-15,Reel,73534,6829,1123,609,71596,978,0.11642233524628064,0.27296216716076915,0.9736448445616993,0.013299970081866891,Saturday,2,7,Medium
Instagram,2025-04-12,Reel,61948,8873,1384,370,49912,900,0.17154710402272874,0.3833537805901724,0.8057080131723381,0.014528314069865048,Saturday,4,15,High
YouTube,2025-06-24,Short,103566,14517,2565,976,93148,1821,0.17436224243477588,0.4017631268949269,0.8994071413398219,0.017582990556746423,Tuesday,6,26,High
Instagram,2025-04-03,Story,46738,2432,298,224,19875,559,0.06320338910522487,0.14716076853951818,0.4252428430827164,0.011960289272112628,Thursday,4,14,Low
YouTube,2025-03-05,Video,16610,2247,318,77,10785,164,0.15906080674292594,0.35117399157134255,0.6493076459963877,0.0098735701384708,Wednesday,3,10,High
Instagram,2025-05-31,Story,40879,5987,667,406,42471,669,0.17270481176154015,0.391521319014653,1.0389442011790895,0.016365370972871156,Saturday,5,22,High
YouTube,2025-05-08,Short,86783,4928,935,129,58258,1598,0.06904578085569754,0.15332495995759537,0.6713065923049445,0.018413744627403986,Thursday,5,19,Low
YouTube,2025-02-02,Video,5682,699,126,59,4394,51,0.15557902147131292,0.36448433650123196,0.7733192537838789,0.00897571277719113,Sunday,2,5,High
YouTube,2025-05-28,Video,35044,3453,522,133,40333,244,0.11722406118023057,0.2607293687935167,1.1509245519917817,0.006962675493665107,Wednesday,5,22,Medium
YouTube,2025-02-07,Short,7742,425,53,22,6700,131,0.06458279514337381,0.14453629553087058,0.865409454921209,0.016920692327563935,Friday,2,6,Low
Instagram,2025-04-30,Story,5637,648,47,32,2996,100,0.1289693099166223,0.28330672343445096,0.5314883803441547,0.017739932588256166,Wednesday,4,18,Medium
YouTube,2025-05-26,Short,37768,3812,390,192,23809,348,0.11634187672103367,0.2582609616606651,0.6304013980088964,0.009214149544588011,Monday,5,22,Medium
Instagram,2025-02-12,Story,23687,1904,293,142,26939,131,0.0987461476759404,0.22784649807911514,1.137290496897032,0.005530459745852155,Wednesday,2,7,Low
YouTube,2025-05-27,Short,101217,14002,2464,709,74353,1446,0.169684934348973,0.3847278619204284,0.7345900392226602,0.01428613770414061,Tuesday,5,22,High
Instagram,2025-06-21,Story,47117,6980,1260,236,27752,785,0.17989260776365218,0.4015535793874822,0.5890018464673048,0.016660653267398177,Saturday,6,25,High
YouTube,2025-05-30,Video,18838,1669,224,91,19683,190,0.10531903599108186,0.23702091517146193,1.0448561418409597,0.010085996390274975,Friday,5,22,Medium
Instagram,2025-05-12,Story,8807,1170,178,91,3197,127,0.16339275576246168,0.37799477688202565,0.3630066992165323,0.014420347450891336,Monday,5,20,High
YouTube,2025-05-06,Video,39603,4267,767,276,44832,566,0.13408075145822287,0.30843622957856726,1.1320354518597076,0.014291846577279499,Tuesday,5,19,Medium
YouTube,2025-05-24,Video,23917,2899,341,162,23335,330,0.1422419199732408,0.3190617552368608,0.9756658443784756,0.013797717104988083,Saturday,5,21,High
Instagram,2025-03-06,Reel,86988,10247,655,480,56014,1214,0.13084563388053524,0.2857750494321056,0.6439278981008875,0.013955947946843242,Thursday,3,10,Medium
Instagram,2025-04-27,Reel,59360,7179,881,399,20935,1099,0.1425033692722372,0.3200134770889488,0.35267857142857145,0.018514150943396226,Sunday,4,17,High
YouTube,2025-04-20,Short,106382,14957,1958,1440,123329,1205,0.17253858735500366,0.4040909176364423,1.1593032655900435,0.011327104209358726,Sunday,4,16,High
Instagram,2025-01-24,Reel,106397,5760,296,331,72630,1113,0.06002988806075359,0.13217477936407981,0.6826320290985648,0.010460821263757436,Friday,1,4,Low
Instagram,2025-05-10,Reel,51644,6360,736,226,28496,569,0.1417783285570444,0.31093641081248546,0.5517775540237008,0.011017736813569825,Saturday,5,19,High
Instagram,2025-03-07,Reel,63311,6799,853,520,44873,975,0.1290770956073984,0.296267631217324,0.708770987664071,0.015400167427461262,Friday,3,10,Medium
YouTube,2025-01-10,Video,22347,1593,197,112,11594,385,0.08511209558329977,0.19407526737369668,0.5188168434241732,0.01722826330156173,Friday,1,2,Low
Instagram,2025-04-20,Story,39527,5414,685,523,37458,721,0.1675310547220887,0.3920864219394338,0.9476560325853214,0.018240696232954687,Sunday,4,16,High
Instagram,2025-05-08,Reel,14034,1055,130,67,16690,165,0.08921191392332906,0.202009405728944,1.1892546672367108,0.01175716117999145,Thursday,5,19,Low
YouTube,2025-02-04,Video,45117,4062,231,117,51042,526,0.09774586076201876,0.20839151539331072,1.1313252210918279,0.011658576589755524,Tuesday,2,6,Low
YouTube,2025-05-09,Video,6699,680,103,36,5807,52,0.12225705329153605,0.2760113449768622,0.8668457978802806,0.007762352589938797,Friday,5,19,Medium
Instagram,2025-03-12,Post,17803,1527,231,147,15754,280,0.10700443745436163,0.25175532213671853,0.8849070381396393,0.015727686344998035,Wednesday,3,11,Medium
Instagram,2025-04-18,Post,32407,3280,433,169,24215,500,0.11978893448946215,0.268583947912488,0.7472151078470701,0.015428765390193477,Friday,4,16,Medium
YouTube,2025-05-29,Video,13104,1938,312,139,10461,118,0.1823107448107448,0.42025335775335776,0.7983058608058609,0.009004884004884004,Thursday,5,22,High
YouTube,2025-03-20,Video,29777,2593,202,155,12086,350,0.09906975182187594,0.22053934244551163,0.4058837357692179,0.011754038351747993,Thursday,3,12,Low
YouTube,2025-01-08,Short,19195,2399,341,60,11695,178,0.14587132065642094,0.31888512633498306,0.6092732482417296,0.009273248241729617,Wednesday,1,2,High
YouTube,2025-05-15,Short,133712,9116,496,886,146046,1375,0.07851202584659567,0.1806120617446452,1.0922430297953811,0.010283295440947708,Thursday,5,20,Low
YouTube,2025-01-25,Short,43828,4704,845,198,26343,766,0.1311262206808433,0.29508533357670896,0.6010541206534635,0.017477411700282924,Saturday,1,4,Medium
Instagram,2025-03-06,Story,33246,3767,627,100,32914,282,0.13517415628947843,0.29823136617939,0.9900138362509776,0.008482223425374481,Thursday,3,10,Medium
Instagram,2025-03-15,Story,41919,5148,972,169,30675,627,0.15002743386054057,0.3353371979293399,0.7317684105059759,0.01495741787733486,Saturday,3,11,High
Instagram,2025-05-01,Reel,40211,2876,331,131,34104,727,0.08301211111387431,0.18402924572878068,0.8481261346397752,0.018079629952003184,Thursday,5,18,Low
Instagram,2025-01-24,Post,4659,641,115,20,4888,51,0.1665593474994634,0.3706804035200687,1.0491521785790943,0.010946555054732776,Friday,1,4,High
Instagram,2025-05-05,Story,42785,5852,524,337,46754,547,0.1569007829846909,0.3496786256865724,1.0927661563632114,0.012784854505083557,Monday,5,19,High
Instagram,2025-03-18,Reel,65971,5186,354,134,37643,603,0.08600748813872762,0.1834745570023192,0.5705992026799654,0.009140379863879583,Tuesday,3,12,Low
Instagram,2025-01-18,Story,20059,1297,201,114,13484,318,0.08036292935839275,0.18779600179470562,0.6722169599680942,0.01585323296275986,Saturday,1,3,Low
YouTube,2025-02-05,Short,69027,4238,230,391,47315,663,0.07039274486795022,0.16111086965969837,0.6854564156054878,0.009604937198487548,Wednesday,2,6,Low
YouTube,2025-01-05,Short,11486,1052,55,59,8351,62,0.10151488768936096,0.22322827790353475,0.7270590283823786,0.005397875674734459,Sunday,1,1,Low
YouTube,2025-04-30,Video,48855,7205,710,573,25326,615,0.1737386142667076,0.3971957834407942,0.5183911575069082,0.012588271415412957,Wednesday,4,18,High
Instagram,2025-05-13,Reel,41932,2948,306,137,19396,239,0.0808690260421635,0.1788371649337022,0.4625584279309358,0.00569970428312506,Tuesday,5,20,Low
Instagram,2025-01-31,Post,49763,7069,1389,665,20203,629,0.1833289793621767,0.4346602897735265,0.40598436589433917,0.012639913188513555,Friday,1,5,High
Instagram,2025-06-01,Post,28354,3387,174,99,23590,225,0.1290823164280172,0.27477604570783665,0.8319813782887776,0.007935388305001057,Sunday,6,22,Medium
Instagram,2025-06-22,Story,39543,4246,278,260,27148,270,0.12098222188503654,0.26872012745618695,0.6865437624864072,0.006828010014414688,Sunday,6,25,Medium
YouTube,2025-04-21,Short,72183,8201,1126,799,86560,1129,0.14028233794660794,0.32937118158015044,1.1991743208234626,0.01564080185085131,Monday,4,17,High
Instagram,2025-04-28,Reel,17280,2504,285,208,16215,317,0.1734375,0.39947916666666666,0.9383680555555556,0.018344907407407407,Monday,4,18,High
Instagram,2025-01-13,Reel,32795,3697,659,221,16774,460,0.1395639579204147,0.31943893886263147,0.5114804085988718,0.014026528434212532,Monday,1,3,Medium
Instagram,2025-06-15,Reel,90070,10674,2004,847,30630,1771,0.15016098589985566,0.3507827245475741,0.3400688353502831,0.019662484734095702,Sunday,6,24,High
Instagram,2025-01-22,Post,25492,1676,100,85,16535,304,0.07300329515142005,0.1599325278518751,0.6486348658402636,0.011925309901145457,Wednesday,1,4,Low
Instagram,2025-03-03,Post,7828,733,140,59,4198,109,0.11905978538579458,0.2786152273888605,0.5362800204394481,0.013924374041900868,Monday,3,10,Medium
Instagram,2025-06-05,Post,7031,902,154,80,6630,82,0.16157018916228133,0.3791779263262694,0.9429668610439482,0.011662636893756222,Thursday,6,23,High
YouTube,2025-04-03,Video,21636,2056,137,151,19603,167,0.10833795525975226,0.24394527639119984,0.9060362359031244,0.007718617119615456,Thursday,4,14,Medium
YouTube,2025-03-18,Video,5760,414,43,9,2096,41,0.08090277777777778,0.17395833333333333,0.3638888888888889,0.007118055555555555,Tuesday,3,12,Low
Instagram,2025-03-24,Story,20220,2985,288,227,7430,198,0.17309594460929772,0.3941147378832839,0.367457962413452,0.009792284866468843,Monday,3,13,High
Instagram,2025-04-29,Post,24758,1931,299,72,22399,227,0.09298004685354229,0.20676145084417158,0.9047176670167218,0.009168753534211165,Tuesday,4,18,Low
YouTube,2025-03-16,Short,144444,10832,1008,950,100674,1811,0.0885464262966963,0.20380216554512476,0.696975990695356,0.012537730885325801,Sunday,3,11,Low
Instagram,2025-01-19,Reel,56792,3255,536,250,53757,631,0.07115438794196366,0.1649528102549655,0.9465593745597971,0.011110719819692914,Sunday,1,3,Low
YouTube,2025-04-10,Video,30589,3284,186,297,22123,295,0.12314884435581418,0.28150642387786456,0.7232338422308673,0.009643989669489032,Thursday,4,15,Medium
Instagram,2025-05-09,Post,24862,2599,328,217,14008,139,0.1264580484273188,0.2922934598986405,0.5634301343415654,0.0055908615557879494,Friday,5,19,Medium
YouTube,2025-02-20,Short,86059,6186,575,452,78343,1495,0.08381459231457489,0.19006727942458082,0.9103405802995619,0.017371803065338896,Thursday,2,8,Low
Instagram,2025-03-03,Story,14902,1975,309,159,10021,181,0.16393772647966715,0.3806200509998658,0.6724600724734935,0.012146020668366663,Monday,3,10,High
Instagram,2025-03-27,Story,7294,1086,96,41,5031,64,0.16767205922676173,0.36536879627090757,0.6897449958870304,0.008774335069920482,Thursday,3,13,High
YouTube,2025-06-17,Short,86103,11493,1360,270,31971,816,0.1524104851166626,0.3300233441343507,0.3713111041427128,0.009477021706560748,Tuesday,6,25,High
Instagram,2025-03-22,Reel,46694,4383,558,329,55810,801,0.11286246626975628,0.2588126954212533,1.1952285090161476,0.01715423823189275,Saturday,3,12,Medium
YouTube,2025-06-19,Short,76563,9146,1180,272,87420,1091,0.13842195316275485,0.3029139401538602,1.141804788213628,0.01424970285908337,Thursday,6,25,Medium
Instagram,2025-03-28,Reel,23309,2206,408,148,16768,243,0.11849500193058475,0.27354240851173367,0.7193787807284739,0.010425157664421468,Friday,3,13,Medium
Instagram,2025-04-24,Reel,86552,8763,765,530,41523,1101,0.11620759774470839,0.25962427211387373,0.47974627969313244,0.01272067658748498,Thursday,4,17,Medium
Instagram,2025-02-18,Post,31643,3113,497,100,11876,318,0.11724552033625131,0.2596782858768132,0.37531207534051764,0.01004961602882154,Tuesday,2,8,Medium
YouTube,2025-03-01,Short,19071,1281,112,61,15916,336,0.07624141366472655,0.16795133973048085,0.8345655707618898,0.017618373446594306,Saturday,3,9,Low
Instagram,2025-03-27,Story,42724,5761,365,119,33443,373,0.1461707705271042,0.30924070779889523,0.7827684673719689,0.008730455949817433,Thursday,3,13,High
Instagram,2025-04-28,Story,47972,3435,363,303,45078,542,0.08548736763111815,0.19749020261819394,0.9396731426665554,0.011298257316768114,Monday,4,18,Low
YouTube,2025-04-29,Video,48509,3081,435,177,48271,726,0.07613020264280855,0.17217423570883753,0.9950936939536993,0.014966294914345792,Tuesday,4,18,Low
YouTube,2025-03-17,Video,28579,3088,496,130,20859,234,0.12995556177612932,0.290912908079359,0.729871584030232,0.008187830224990377,Monday,3,12,Medium
Instagram,2025-05-24,Post,3842,477,41,21,2479,33,0.1402915148360229,0.30765226444560123,0.6452368558042686,0.008589276418532014,Saturday,5,21,High
Instagram,2025-02-07,Post,16636,2208,394,158,16014,294,0.16590526568886751,0.38398653522481363,0.9626112046164943,0.017672517432075017,Friday,2,6,High
YouTube,2025-01-17,Video,47231,3062,335,270,19124,447,0.07763968579958079,0.17952192415997967,0.4049035591031314,0.009464123139463487,Friday,1,3,Low
YouTube,2025-05-16,Short,99970,9492,593,698,114827,1169,0.10786235870761228,0.24260278083425027,1.1486145843753126,0.011693508052415725,Friday,5,20,Medium
Instagram,2025-06-04,Reel,11720,880,92,77,14050,208,0.08950511945392492,0.20656996587030715,1.1988054607508531,0.017747440273037544,Wednesday,6,23,Low
Instagram,2025-01-06,Post,31528,1727,247,110,35559,499,0.06609997462572952,0.15050114184217203,1.127854605430094,0.015827201217964982,Monday,1,2,Low
YouTube,2025-01-27,Short,35274,3786,477,363,27707,178,0.1311447525089301,0.3066848103418949,0.7854793899189204,0.005046209672846856,Monday,1,5,Medium
Instagram,2025-04-18,Post,18494,1890,306,130,13584,268,0.12577052016870335,0.2891748675246026,0.7345084892397534,0.01449118633070185,Friday,4,16,Medium
Instagram,2025-06-23,Reel,21400,2363,366,227,11060,296,0.13813084112149532,0.3251869158878505,0.516822429906542,0.013831775700934579,Monday,6,26,Medium
Instagram,2025-04-29,Reel,74997,5590,579,395,51062,797,0.08752350094003761,0.1985679427177087,0.6808539008226996,0.01062709175033668,Tuesday,4,18,Low
Instagram,2025-05-12,Post,9010,1238,138,51,3887,73,0.1583795782463929,0.3490566037735849,0.4314095449500555,0.008102108768035516,Monday,5,20,High
Instagram,2025-01-03,Story,2267,294,24,26,1408,21,0.1517423908248787,0.34847816497573886,0.6210851345390384,0.009263343625937363,Friday,1,1,High
Instagram,2025-02-12,Reel,109239,12541,2338,334,53510,2012,0.1392634498668058,0.30910206061937584,0.48984337095725883,0.0184183304497478,Wednesday,2,7,Medium
Instagram,2025-03-19,Story,27487,2841,180,106,8697,380,0.11376286972023138,0.24564339505948266,0.31640411831047405,0.01382471713901117,Wednesday,3,12,Medium
